country;first_day;last_day;filter;deaths;source;notes
NL;1995-01-02;1995-01-08;;2719;https://opendata.cbs.nl/statline/#/CBS/nl/dataset/70895ned/table;Previous week straddled two years and was skipped to avoid data inconsistencies (see NL/export-weekly-deaths.py for explanation)
NL;1995-01-09;1995-01-15;;2823;;
NL;1995-01-16;1995-01-22;;2609;;
NL;1995-01-23;1995-01-29;;2664;;
NL;1995-01-30;1995-02-05;;2577;;
NL;1995-02-06;1995-02-12;;2536;;
NL;1995-02-13;1995-02-19;;2551;;
NL;1995-02-20;1995-02-26;;2510;;
NL;1995-02-27;1995-03-05;;2490;;
NL;1995-03-06;1995-03-12;;2770;;
NL;1995-03-13;1995-03-19;;2800;;
NL;1995-03-20;1995-03-26;;2786;;
NL;1995-03-27;1995-04-02;;2634;;
NL;1995-04-03;1995-04-09;;2717;;
NL;1995-04-10;1995-04-16;;2645;;
NL;1995-04-17;1995-04-23;;2691;;
NL;1995-04-24;1995-04-30;;2645;;
NL;1995-05-01;1995-05-07;;2628;;
NL;1995-05-08;1995-05-14;;2486;;
NL;1995-05-15;1995-05-21;;2482;;
NL;1995-05-22;1995-05-28;;2468;;
NL;1995-05-29;1995-06-04;;2485;;
NL;1995-06-05;1995-06-11;;2319;;
NL;1995-06-12;1995-06-18;;2352;;
NL;1995-06-19;1995-06-25;;2498;;
NL;1995-06-26;1995-07-02;;2663;;
NL;1995-07-03;1995-07-09;;2489;;
NL;1995-07-10;1995-07-16;;2808;;
NL;1995-07-17;1995-07-23;;2451;;
NL;1995-07-24;1995-07-30;;2466;;
NL;1995-07-31;1995-08-06;;2744;;
NL;1995-08-07;1995-08-13;;2473;;
NL;1995-08-14;1995-08-20;;2380;;
NL;1995-08-21;1995-08-27;;2427;;
NL;1995-08-28;1995-09-03;;2278;;
NL;1995-09-04;1995-09-10;;2362;;
NL;1995-09-11;1995-09-17;;2348;;
NL;1995-09-18;1995-09-24;;2437;;
NL;1995-09-25;1995-10-01;;2366;;
NL;1995-10-02;1995-10-08;;2525;;
NL;1995-10-09;1995-10-15;;2600;;
NL;1995-10-16;1995-10-22;;2417;;
NL;1995-10-23;1995-10-29;;2455;;
NL;1995-10-30;1995-11-05;;2573;;
NL;1995-11-06;1995-11-12;;2533;;
NL;1995-11-13;1995-11-19;;2691;;
NL;1995-11-20;1995-11-26;;2613;;
NL;1995-11-27;1995-12-03;;2646;;
NL;1995-12-04;1995-12-10;;2826;;
NL;1995-12-11;1995-12-17;;3098;;
NL;1995-12-18;1995-12-24;;3291;;
NL;1995-12-25;1995-12-31;;3436;;
NL;1996-01-01;1996-01-07;;3546;;
NL;1996-01-08;1996-01-14;;3257;;
NL;1996-01-15;1996-01-21;;2970;;
NL;1996-01-22;1996-01-28;;2855;;
NL;1996-01-29;1996-02-04;;2992;;
NL;1996-02-05;1996-02-11;;3089;;
NL;1996-02-12;1996-02-18;;3046;;
NL;1996-02-19;1996-02-25;;2887;;
NL;1996-02-26;1996-03-03;;2878;;
NL;1996-03-04;1996-03-10;;2714;;
NL;1996-03-11;1996-03-17;;2807;;
NL;1996-03-18;1996-03-24;;2784;;
NL;1996-03-25;1996-03-31;;2727;;
NL;1996-04-01;1996-04-07;;2765;;
NL;1996-04-08;1996-04-14;;2642;;
NL;1996-04-15;1996-04-21;;2856;;
NL;1996-04-22;1996-04-28;;2703;;
NL;1996-04-29;1996-05-05;;2498;;
NL;1996-05-06;1996-05-12;;2519;;
NL;1996-05-13;1996-05-19;;2598;;
NL;1996-05-20;1996-05-26;;2514;;
NL;1996-05-27;1996-06-02;;2523;;
NL;1996-06-03;1996-06-09;;2752;;
NL;1996-06-10;1996-06-16;;2506;;
NL;1996-06-17;1996-06-23;;2366;;
NL;1996-06-24;1996-06-30;;2376;;
NL;1996-07-01;1996-07-07;;2433;;
NL;1996-07-08;1996-07-14;;2490;;
NL;1996-07-15;1996-07-21;;2467;;
NL;1996-07-22;1996-07-28;;2500;;
NL;1996-07-29;1996-08-04;;2285;;
NL;1996-08-05;1996-08-11;;2449;;
NL;1996-08-12;1996-08-18;;2357;;
NL;1996-08-19;1996-08-25;;2364;;
NL;1996-08-26;1996-09-01;;2273;;
NL;1996-09-02;1996-09-08;;2150;;
NL;1996-09-09;1996-09-15;;2275;;
NL;1996-09-16;1996-09-22;;2523;;
NL;1996-09-23;1996-09-29;;2582;;
NL;1996-09-30;1996-10-06;;2467;;
NL;1996-10-07;1996-10-13;;2417;;
NL;1996-10-14;1996-10-20;;2377;;
NL;1996-10-21;1996-10-27;;2465;;
NL;1996-10-28;1996-11-03;;2404;;
NL;1996-11-04;1996-11-10;;2513;;
NL;1996-11-11;1996-11-17;;2537;;
NL;1996-11-18;1996-11-24;;2636;;
NL;1996-11-25;1996-12-01;;2591;;
NL;1996-12-02;1996-12-08;;2604;;
NL;1996-12-09;1996-12-15;;2708;;
NL;1996-12-16;1996-12-22;;2773;;
NL;1996-12-23;1996-12-29;;2893;;
NL;1997-01-06;1997-01-12;;3290;;Previous week (1997-W1) straddles two years and was skipped to avoid data inconsistencies (see NL/export-weekly-deaths.py for explanation)
NL;1997-01-13;1997-01-19;;3249;;
NL;1997-01-20;1997-01-26;;3185;;
NL;1997-01-27;1997-02-02;;3061;;
NL;1997-02-03;1997-02-09;;3012;;
NL;1997-02-10;1997-02-16;;2980;;
NL;1997-02-17;1997-02-23;;2807;;
NL;1997-02-24;1997-03-02;;2792;;
NL;1997-03-03;1997-03-09;;2640;;
NL;1997-03-10;1997-03-16;;2529;;
NL;1997-03-17;1997-03-23;;2467;;
NL;1997-03-24;1997-03-30;;2483;;
NL;1997-03-31;1997-04-06;;2546;;
NL;1997-04-07;1997-04-13;;2451;;
NL;1997-04-14;1997-04-20;;2455;;
NL;1997-04-21;1997-04-27;;2649;;
NL;1997-04-28;1997-05-04;;2646;;
NL;1997-05-05;1997-05-11;;2437;;
NL;1997-05-12;1997-05-18;;2611;;
NL;1997-05-19;1997-05-25;;2483;;
NL;1997-05-26;1997-06-01;;2426;;
NL;1997-06-02;1997-06-08;;2709;;
NL;1997-06-09;1997-06-15;;2555;;
NL;1997-06-16;1997-06-22;;2391;;
NL;1997-06-23;1997-06-29;;2372;;
NL;1997-06-30;1997-07-06;;2409;;
NL;1997-07-07;1997-07-13;;2486;;
NL;1997-07-14;1997-07-20;;2402;;
NL;1997-07-21;1997-07-27;;2369;;
NL;1997-07-28;1997-08-03;;2352;;
NL;1997-08-04;1997-08-10;;2434;;
NL;1997-08-11;1997-08-17;;2943;;
NL;1997-08-18;1997-08-24;;2809;;
NL;1997-08-25;1997-08-31;;2488;;
NL;1997-09-01;1997-09-07;;2307;;
NL;1997-09-08;1997-09-14;;2402;;
NL;1997-09-15;1997-09-21;;2433;;
NL;1997-09-22;1997-09-28;;2360;;
NL;1997-09-29;1997-10-05;;2386;;
NL;1997-10-06;1997-10-12;;2557;;
NL;1997-10-13;1997-10-19;;2441;;
NL;1997-10-20;1997-10-26;;2549;;
NL;1997-10-27;1997-11-02;;2450;;
NL;1997-11-03;1997-11-09;;2530;;
NL;1997-11-10;1997-11-16;;2408;;
NL;1997-11-17;1997-11-23;;2446;;
NL;1997-11-24;1997-11-30;;2663;;
NL;1997-12-01;1997-12-07;;2538;;
NL;1997-12-08;1997-12-14;;2670;;
NL;1997-12-15;1997-12-21;;2738;;
NL;1997-12-22;1997-12-28;;2595;;
NL;1998-01-05;1998-01-11;;2558;;Previous week (1998-W1) straddles two years and was skipped to avoid data inconsistencies (see NL/export-weekly-deaths.py for explanation)
NL;1998-01-12;1998-01-18;;2418;;
NL;1998-01-19;1998-01-25;;2530;;
NL;1998-01-26;1998-02-01;;2691;;
NL;1998-02-02;1998-02-08;;2615;;
NL;1998-02-09;1998-02-15;;2695;;
NL;1998-02-16;1998-02-22;;2719;;
NL;1998-02-23;1998-03-01;;2627;;
NL;1998-03-02;1998-03-08;;2812;;
NL;1998-03-09;1998-03-15;;2876;;
NL;1998-03-16;1998-03-22;;2991;;
NL;1998-03-23;1998-03-29;;2984;;
NL;1998-03-30;1998-04-05;;3107;;
NL;1998-04-06;1998-04-12;;2910;;
NL;1998-04-13;1998-04-19;;2900;;
NL;1998-04-20;1998-04-26;;2768;;
NL;1998-04-27;1998-05-03;;2692;;
NL;1998-05-04;1998-05-10;;2598;;
NL;1998-05-11;1998-05-17;;2826;;
NL;1998-05-18;1998-05-24;;2588;;
NL;1998-05-25;1998-05-31;;2505;;
NL;1998-06-01;1998-06-07;;2368;;
NL;1998-06-08;1998-06-14;;2383;;
NL;1998-06-15;1998-06-21;;2545;;
NL;1998-06-22;1998-06-28;;2456;;
NL;1998-06-29;1998-07-05;;2451;;
NL;1998-07-06;1998-07-12;;2456;;
NL;1998-07-13;1998-07-19;;2408;;
NL;1998-07-20;1998-07-26;;2588;;
NL;1998-07-27;1998-08-02;;2409;;
NL;1998-08-03;1998-08-09;;2450;;
NL;1998-08-10;1998-08-16;;2514;;
NL;1998-08-17;1998-08-23;;2399;;
NL;1998-08-24;1998-08-30;;2343;;
NL;1998-08-31;1998-09-06;;2478;;
NL;1998-09-07;1998-09-13;;2430;;
NL;1998-09-14;1998-09-20;;2496;;
NL;1998-09-21;1998-09-27;;2524;;
NL;1998-09-28;1998-10-04;;2471;;
NL;1998-10-05;1998-10-11;;2484;;
NL;1998-10-12;1998-10-18;;2623;;
NL;1998-10-19;1998-10-25;;2537;;
NL;1998-10-26;1998-11-01;;2453;;
NL;1998-11-02;1998-11-08;;2570;;
NL;1998-11-09;1998-11-15;;2621;;
NL;1998-11-16;1998-11-22;;2697;;
NL;1998-11-23;1998-11-29;;2713;;
NL;1998-11-30;1998-12-06;;2866;;
NL;1998-12-07;1998-12-13;;3034;;
NL;1998-12-14;1998-12-20;;3058;;
NL;1998-12-21;1998-12-27;;2964;;
NL;1999-01-04;1999-01-10;;3106;;Previous week straddled two years and was skipped to avoid data inconsistencies (see NL/export-weekly-deaths.py for explanation)
NL;1999-01-11;1999-01-17;;3005;;
NL;1999-01-18;1999-01-24;;2918;;
NL;1999-01-25;1999-01-31;;2866;;
NL;1999-02-01;1999-02-07;;2972;;
NL;1999-02-08;1999-02-14;;3105;;
NL;1999-02-15;1999-02-21;;3123;;
NL;1999-02-22;1999-02-28;;3134;;
NL;1999-03-01;1999-03-07;;3241;;
NL;1999-03-08;1999-03-14;;3078;;
NL;1999-03-15;1999-03-21;;2797;;
NL;1999-03-22;1999-03-28;;2824;;
NL;1999-03-29;1999-04-04;;2713;;
NL;1999-04-05;1999-04-11;;2671;;
NL;1999-04-12;1999-04-18;;2533;;
NL;1999-04-19;1999-04-25;;2646;;
NL;1999-04-26;1999-05-02;;2636;;
NL;1999-05-03;1999-05-09;;2674;;
NL;1999-05-10;1999-05-16;;2507;;
NL;1999-05-17;1999-05-23;;2589;;
NL;1999-05-24;1999-05-30;;2561;;
NL;1999-05-31;1999-06-06;;2534;;
NL;1999-06-07;1999-06-13;;2575;;
NL;1999-06-14;1999-06-20;;2583;;
NL;1999-06-21;1999-06-27;;2462;;
NL;1999-06-28;1999-07-04;;2630;;
NL;1999-07-05;1999-07-11;;2485;;
NL;1999-07-12;1999-07-18;;2611;;
NL;1999-07-19;1999-07-25;;2548;;
NL;1999-07-26;1999-08-01;;2486;;
NL;1999-08-02;1999-08-08;;2753;;
NL;1999-08-09;1999-08-15;;2452;;
NL;1999-08-16;1999-08-22;;2450;;
NL;1999-08-23;1999-08-29;;2571;;
NL;1999-08-30;1999-09-05;;2459;;
NL;1999-09-06;1999-09-12;;2501;;
NL;1999-09-13;1999-09-19;;2527;;
NL;1999-09-20;1999-09-26;;2497;;
NL;1999-09-27;1999-10-03;;2458;;
NL;1999-10-04;1999-10-10;;2335;;
NL;1999-10-11;1999-10-17;;2403;;
NL;1999-10-18;1999-10-24;;2631;;
NL;1999-10-25;1999-10-31;;2663;;
NL;1999-11-01;1999-11-07;;2565;;
NL;1999-11-08;1999-11-14;;2583;;
NL;1999-11-15;1999-11-21;;2571;;
NL;1999-11-22;1999-11-28;;2631;;
NL;1999-11-29;1999-12-05;;2618;;
NL;1999-12-06;1999-12-12;;2791;;
NL;1999-12-13;1999-12-19;;2885;;
NL;1999-12-20;1999-12-26;;2974;;
NL;2000-01-03;2000-01-09;;3564;;Previous week straddled two years and was skipped to avoid data inconsistencies (see NL/export-weekly-deaths.py for explanation)
NL;2000-01-10;2000-01-16;;3438;;
NL;2000-01-17;2000-01-23;;3307;;
NL;2000-01-24;2000-01-30;;3203;;
NL;2000-01-31;2000-02-06;;2967;;
NL;2000-02-07;2000-02-13;;2835;;
NL;2000-02-14;2000-02-20;;2773;;
NL;2000-02-21;2000-02-27;;2869;;
NL;2000-02-28;2000-03-05;;2673;;
NL;2000-03-06;2000-03-12;;2690;;
NL;2000-03-13;2000-03-19;;2673;;
NL;2000-03-20;2000-03-26;;2533;;
NL;2000-03-27;2000-04-02;;2554;;
NL;2000-04-03;2000-04-09;;2690;;
NL;2000-04-10;2000-04-16;;2687;;
NL;2000-04-17;2000-04-23;;2705;;
NL;2000-04-24;2000-04-30;;2647;;
NL;2000-05-01;2000-05-07;;2554;;
NL;2000-05-08;2000-05-14;;2744;;
NL;2000-05-15;2000-05-21;;2698;;
NL;2000-05-22;2000-05-28;;2455;;
NL;2000-05-29;2000-06-04;;2513;;
NL;2000-06-05;2000-06-11;;2484;;
NL;2000-06-12;2000-06-18;;2452;;
NL;2000-06-19;2000-06-25;;2969;;
NL;2000-06-26;2000-07-02;;2632;;
NL;2000-07-03;2000-07-09;;2572;;
NL;2000-07-10;2000-07-16;;2469;;
NL;2000-07-17;2000-07-23;;2456;;
NL;2000-07-24;2000-07-30;;2505;;
NL;2000-07-31;2000-08-06;;2532;;
NL;2000-08-07;2000-08-13;;2488;;
NL;2000-08-14;2000-08-20;;2539;;
NL;2000-08-21;2000-08-27;;2416;;
NL;2000-08-28;2000-09-03;;2391;;
NL;2000-09-04;2000-09-10;;2506;;
NL;2000-09-11;2000-09-17;;2517;;
NL;2000-09-18;2000-09-24;;2501;;
NL;2000-09-25;2000-10-01;;2479;;
NL;2000-10-02;2000-10-08;;2578;;
NL;2000-10-09;2000-10-15;;2539;;
NL;2000-10-16;2000-10-22;;2571;;
NL;2000-10-23;2000-10-29;;2734;;
NL;2000-10-30;2000-11-05;;2652;;
NL;2000-11-06;2000-11-12;;2572;;
NL;2000-11-13;2000-11-19;;2644;;
NL;2000-11-20;2000-11-26;;2689;;
NL;2000-11-27;2000-12-03;;2773;;
NL;2000-12-04;2000-12-10;;2618;;
NL;2000-12-11;2000-12-17;;2737;;
NL;2000-12-18;2000-12-24;;2855;;
NL;2000-12-25;2000-12-31;;2929;;
NL;2001-01-01;2001-01-07;;3051;;
NL;2001-01-08;2001-01-14;;2852;;
NL;2001-01-15;2001-01-21;;2907;;
NL;2001-01-22;2001-01-28;;3031;;
NL;2001-01-29;2001-02-04;;2928;;
NL;2001-02-05;2001-02-11;;2861;;
NL;2001-02-12;2001-02-18;;2761;;
NL;2001-02-19;2001-02-25;;2685;;
NL;2001-02-26;2001-03-04;;2749;;
NL;2001-03-05;2001-03-11;;2896;;
NL;2001-03-12;2001-03-18;;2812;;
NL;2001-03-19;2001-03-25;;2837;;
NL;2001-03-26;2001-04-01;;2774;;
NL;2001-04-02;2001-04-08;;2794;;
NL;2001-04-09;2001-04-15;;2752;;
NL;2001-04-16;2001-04-22;;2590;;
NL;2001-04-23;2001-04-29;;2712;;
NL;2001-04-30;2001-05-06;;2685;;
NL;2001-05-07;2001-05-13;;2739;;
NL;2001-05-14;2001-05-20;;2759;;
NL;2001-05-21;2001-05-27;;2674;;
NL;2001-05-28;2001-06-03;;2722;;
NL;2001-06-04;2001-06-10;;2581;;
NL;2001-06-11;2001-06-17;;2721;;
NL;2001-06-18;2001-06-24;;2585;;
NL;2001-06-25;2001-07-01;;2683;;
NL;2001-07-02;2001-07-08;;2751;;
NL;2001-07-09;2001-07-15;;2475;;
NL;2001-07-16;2001-07-22;;2405;;
NL;2001-07-23;2001-07-29;;2519;;
NL;2001-07-30;2001-08-05;;2438;;
NL;2001-08-06;2001-08-12;;2450;;
NL;2001-08-13;2001-08-19;;2511;;
NL;2001-08-20;2001-08-26;;2648;;
NL;2001-08-27;2001-09-02;;2441;;
NL;2001-09-03;2001-09-09;;2482;;
NL;2001-09-10;2001-09-16;;2403;;
NL;2001-09-17;2001-09-23;;2577;;
NL;2001-09-24;2001-09-30;;2588;;
NL;2001-10-01;2001-10-07;;2607;;
NL;2001-10-08;2001-10-14;;2567;;
NL;2001-10-15;2001-10-21;;2701;;
NL;2001-10-22;2001-10-28;;2568;;
NL;2001-10-29;2001-11-04;;2519;;
NL;2001-11-05;2001-11-11;;2535;;
NL;2001-11-12;2001-11-18;;2674;;
NL;2001-11-19;2001-11-25;;2749;;
NL;2001-11-26;2001-12-02;;2757;;
NL;2001-12-03;2001-12-09;;2768;;
NL;2001-12-10;2001-12-16;;2797;;
NL;2001-12-17;2001-12-23;;2982;;
NL;2001-12-24;2001-12-30;;2900;;
NL;2002-01-07;2002-01-13;;3145;;Previous week (2002-W1) straddles two years and was skipped to avoid data inconsistencies (see NL/export-weekly-deaths.py for explanation)
NL;2002-01-14;2002-01-20;;3032;;
NL;2002-01-21;2002-01-27;;3079;;
NL;2002-01-28;2002-02-03;;2938;;
NL;2002-02-04;2002-02-10;;2859;;
NL;2002-02-11;2002-02-17;;2778;;
NL;2002-02-18;2002-02-24;;2957;;
NL;2002-02-25;2002-03-03;;3231;;
NL;2002-03-04;2002-03-10;;3015;;
NL;2002-03-11;2002-03-17;;3088;;
NL;2002-03-18;2002-03-24;;2938;;
NL;2002-03-25;2002-03-31;;2903;;
NL;2002-04-01;2002-04-07;;2795;;
NL;2002-04-08;2002-04-14;;2874;;
NL;2002-04-15;2002-04-21;;2778;;
NL;2002-04-22;2002-04-28;;2780;;
NL;2002-04-29;2002-05-05;;2638;;
NL;2002-05-06;2002-05-12;;2590;;
NL;2002-05-13;2002-05-19;;2620;;
NL;2002-05-20;2002-05-26;;2555;;
NL;2002-05-27;2002-06-02;;2641;;
NL;2002-06-03;2002-06-09;;2658;;
NL;2002-06-10;2002-06-16;;2525;;
NL;2002-06-17;2002-06-23;;2665;;
NL;2002-06-24;2002-06-30;;2556;;
NL;2002-07-01;2002-07-07;;2568;;
NL;2002-07-08;2002-07-14;;2548;;
NL;2002-07-15;2002-07-21;;2500;;
NL;2002-07-22;2002-07-28;;2612;;
NL;2002-07-29;2002-08-04;;2792;;
NL;2002-08-05;2002-08-11;;2461;;
NL;2002-08-12;2002-08-18;;2497;;
NL;2002-08-19;2002-08-25;;2624;;
NL;2002-08-26;2002-09-01;;2362;;
NL;2002-09-02;2002-09-08;;2469;;
NL;2002-09-09;2002-09-15;;2456;;
NL;2002-09-16;2002-09-22;;2372;;
NL;2002-09-23;2002-09-29;;2434;;
NL;2002-09-30;2002-10-06;;2557;;
NL;2002-10-07;2002-10-13;;2518;;
NL;2002-10-14;2002-10-20;;2606;;
NL;2002-10-21;2002-10-27;;2712;;
NL;2002-10-28;2002-11-03;;2681;;
NL;2002-11-04;2002-11-10;;2666;;
NL;2002-11-11;2002-11-17;;2637;;
NL;2002-11-18;2002-11-24;;2720;;
NL;2002-11-25;2002-12-01;;2696;;
NL;2002-12-02;2002-12-08;;2676;;
NL;2002-12-09;2002-12-15;;3011;;
NL;2002-12-16;2002-12-22;;3023;;
NL;2002-12-23;2002-12-29;;3127;;
NL;2003-01-06;2003-01-12;;2987;;Previous week (2003-W1) straddles two years and was skipped to avoid data inconsistencies (see NL/export-weekly-deaths.py for explanation)
NL;2003-01-13;2003-01-19;;2981;;
NL;2003-01-20;2003-01-26;;2963;;
NL;2003-01-27;2003-02-02;;2821;;
NL;2003-02-03;2003-02-09;;2745;;
NL;2003-02-10;2003-02-16;;2736;;
NL;2003-02-17;2003-02-23;;2923;;
NL;2003-02-24;2003-03-02;;3021;;
NL;2003-03-03;2003-03-09;;2991;;
NL;2003-03-10;2003-03-16;;2983;;
NL;2003-03-17;2003-03-23;;2898;;
NL;2003-03-24;2003-03-30;;2914;;
NL;2003-03-31;2003-04-06;;2948;;
NL;2003-04-07;2003-04-13;;2730;;
NL;2003-04-14;2003-04-20;;2924;;
NL;2003-04-21;2003-04-27;;2844;;
NL;2003-04-28;2003-05-04;;2577;;
NL;2003-05-05;2003-05-11;;2554;;
NL;2003-05-12;2003-05-18;;2560;;
NL;2003-05-19;2003-05-25;;2590;;
NL;2003-05-26;2003-06-01;;2610;;
NL;2003-06-02;2003-06-08;;2853;;
NL;2003-06-09;2003-06-15;;2487;;
NL;2003-06-16;2003-06-22;;2464;;
NL;2003-06-23;2003-06-29;;2541;;
NL;2003-06-30;2003-07-06;;2392;;
NL;2003-07-07;2003-07-13;;2436;;
NL;2003-07-14;2003-07-20;;2721;;
NL;2003-07-21;2003-07-27;;2553;;
NL;2003-07-28;2003-08-03;;2556;;
NL;2003-08-04;2003-08-10;;2773;;
NL;2003-08-11;2003-08-17;;2866;;
NL;2003-08-18;2003-08-24;;2496;;
NL;2003-08-25;2003-08-31;;2398;;
NL;2003-09-01;2003-09-07;;2487;;
NL;2003-09-08;2003-09-14;;2457;;
NL;2003-09-15;2003-09-21;;2661;;
NL;2003-09-22;2003-09-28;;2631;;
NL;2003-09-29;2003-10-05;;2531;;
NL;2003-10-06;2003-10-12;;2484;;
NL;2003-10-13;2003-10-19;;2586;;
NL;2003-10-20;2003-10-26;;2599;;
NL;2003-10-27;2003-11-02;;2743;;
NL;2003-11-03;2003-11-09;;2636;;
NL;2003-11-10;2003-11-16;;2581;;
NL;2003-11-17;2003-11-23;;2639;;
NL;2003-11-24;2003-11-30;;2643;;
NL;2003-12-01;2003-12-07;;2636;;
NL;2003-12-08;2003-12-14;;2898;;
NL;2003-12-15;2003-12-21;;3112;;
NL;2003-12-22;2003-12-28;;3201;;
NL;2004-01-05;2004-01-11;;3333;;Previous week (2004-W1) straddles two years and was skipped to avoid data inconsistencies (see NL/export-weekly-deaths.py for explanation)
NL;2004-01-12;2004-01-18;;3055;;
NL;2004-01-19;2004-01-25;;2921;;
NL;2004-01-26;2004-02-01;;2907;;
NL;2004-02-02;2004-02-08;;2751;;
NL;2004-02-09;2004-02-15;;2692;;
NL;2004-02-16;2004-02-22;;2746;;
NL;2004-02-23;2004-02-29;;2722;;
NL;2004-03-01;2004-03-07;;2720;;
NL;2004-03-08;2004-03-14;;2649;;
NL;2004-03-15;2004-03-21;;2740;;
NL;2004-03-22;2004-03-28;;2639;;
NL;2004-03-29;2004-04-04;;2743;;
NL;2004-04-05;2004-04-11;;2560;;
NL;2004-04-12;2004-04-18;;2648;;
NL;2004-04-19;2004-04-25;;2541;;
NL;2004-04-26;2004-05-02;;2548;;
NL;2004-05-03;2004-05-09;;2455;;
NL;2004-05-10;2004-05-16;;2563;;
NL;2004-05-17;2004-05-23;;2500;;
NL;2004-05-24;2004-05-30;;2509;;
NL;2004-05-31;2004-06-06;;2485;;
NL;2004-06-07;2004-06-13;;2680;;
NL;2004-06-14;2004-06-20;;2403;;
NL;2004-06-21;2004-06-27;;2442;;
NL;2004-06-28;2004-07-04;;2454;;
NL;2004-07-05;2004-07-11;;2493;;
NL;2004-07-12;2004-07-18;;2399;;
NL;2004-07-19;2004-07-25;;2372;;
NL;2004-07-26;2004-08-01;;2449;;
NL;2004-08-02;2004-08-08;;2642;;
NL;2004-08-09;2004-08-15;;2679;;
NL;2004-08-16;2004-08-22;;2414;;
NL;2004-08-23;2004-08-29;;2429;;
NL;2004-08-30;2004-09-05;;2414;;
NL;2004-09-06;2004-09-12;;2459;;
NL;2004-09-13;2004-09-19;;2405;;
NL;2004-09-20;2004-09-26;;2434;;
NL;2004-09-27;2004-10-03;;2558;;
NL;2004-10-04;2004-10-10;;2438;;
NL;2004-10-11;2004-10-17;;2497;;
NL;2004-10-18;2004-10-24;;2529;;
NL;2004-10-25;2004-10-31;;2578;;
NL;2004-11-01;2004-11-07;;2517;;
NL;2004-11-08;2004-11-14;;2537;;
NL;2004-11-15;2004-11-21;;2575;;
NL;2004-11-22;2004-11-28;;2567;;
NL;2004-11-29;2004-12-05;;2619;;
NL;2004-12-06;2004-12-12;;2607;;
NL;2004-12-13;2004-12-19;;2734;;
NL;2004-12-20;2004-12-26;;2836;;
NL;2005-01-03;2005-01-09;;2871;;Previous week straddled two years and was skipped to avoid data inconsistencies (see NL/export-weekly-deaths.py for explanation)
NL;2005-01-10;2005-01-16;;2808;;
NL;2005-01-17;2005-01-23;;2845;;
NL;2005-01-24;2005-01-30;;2813;;
NL;2005-01-31;2005-02-06;;2906;;
NL;2005-02-07;2005-02-13;;3001;;
NL;2005-02-14;2005-02-20;;3094;;
NL;2005-02-21;2005-02-27;;3197;;
NL;2005-02-28;2005-03-06;;3351;;
NL;2005-03-07;2005-03-13;;3277;;
NL;2005-03-14;2005-03-20;;3089;;
NL;2005-03-21;2005-03-27;;2961;;
NL;2005-03-28;2005-04-03;;2765;;
NL;2005-04-04;2005-04-10;;2670;;
NL;2005-04-11;2005-04-17;;2615;;
NL;2005-04-18;2005-04-24;;2566;;
NL;2005-04-25;2005-05-01;;2530;;
NL;2005-05-02;2005-05-08;;2564;;
NL;2005-05-09;2005-05-15;;2572;;
NL;2005-05-16;2005-05-22;;2574;;
NL;2005-05-23;2005-05-29;;2662;;
NL;2005-05-30;2005-06-05;;2460;;
NL;2005-06-06;2005-06-12;;2377;;
NL;2005-06-13;2005-06-19;;2539;;
NL;2005-06-20;2005-06-26;;2782;;
NL;2005-06-27;2005-07-03;;2509;;
NL;2005-07-04;2005-07-10;;2302;;
NL;2005-07-11;2005-07-17;;2382;;
NL;2005-07-18;2005-07-24;;2326;;
NL;2005-07-25;2005-07-31;;2318;;
NL;2005-08-01;2005-08-07;;2314;;
NL;2005-08-08;2005-08-14;;2244;;
NL;2005-08-15;2005-08-21;;2394;;
NL;2005-08-22;2005-08-28;;2361;;
NL;2005-08-29;2005-09-04;;2423;;
NL;2005-09-05;2005-09-11;;2392;;
NL;2005-09-12;2005-09-18;;2323;;
NL;2005-09-19;2005-09-25;;2219;;
NL;2005-09-26;2005-10-02;;2342;;
NL;2005-10-03;2005-10-09;;2397;;
NL;2005-10-10;2005-10-16;;2416;;
NL;2005-10-17;2005-10-23;;2524;;
NL;2005-10-24;2005-10-30;;2499;;
NL;2005-10-31;2005-11-06;;2322;;
NL;2005-11-07;2005-11-13;;2417;;
NL;2005-11-14;2005-11-20;;2489;;
NL;2005-11-21;2005-11-27;;2692;;
NL;2005-11-28;2005-12-04;;2669;;
NL;2005-12-05;2005-12-11;;2705;;
NL;2005-12-12;2005-12-18;;2714;;
NL;2005-12-19;2005-12-25;;2676;;
NL;2006-01-02;2006-01-08;;2746;;Previous week straddled two years and was skipped to avoid data inconsistencies (see NL/export-weekly-deaths.py for explanation)
NL;2006-01-09;2006-01-15;;2834;;
NL;2006-01-16;2006-01-22;;2770;;
NL;2006-01-23;2006-01-29;;2747;;
NL;2006-01-30;2006-02-05;;2838;;
NL;2006-02-06;2006-02-12;;2819;;
NL;2006-02-13;2006-02-19;;2841;;
NL;2006-02-20;2006-02-26;;2856;;
NL;2006-02-27;2006-03-05;;2880;;
NL;2006-03-06;2006-03-12;;2920;;
NL;2006-03-13;2006-03-19;;2762;;
NL;2006-03-20;2006-03-26;;2920;;
NL;2006-03-27;2006-04-02;;2867;;
NL;2006-04-03;2006-04-09;;2646;;
NL;2006-04-10;2006-04-16;;2743;;
NL;2006-04-17;2006-04-23;;2684;;
NL;2006-04-24;2006-04-30;;2576;;
NL;2006-05-01;2006-05-07;;2559;;
NL;2006-05-08;2006-05-14;;2591;;
